ID_Produto,Produto,Titulo,Categoria,Descricao,Preco,Avaliacao,Disponibilidade
220,Livro,why the right went wrong conservatismfrom goldwater to the tea party and beyond,politics,Dionnes expertise is evident in this finely crafted and convincing work the los angeles timesfrom one of our most engaging political reporters and the author of why americans hate politics the story of conservatism from the goldwater s to the present day tea party that has resulted in broken promises and an ideological purity that drives moderate republicans away dionnes expertise is evident in this finely crafted and convincing work the los angeles timesfrom one of our most engaging political reporters and the author of why americans hate politics the story of conservatism from the.,52.65,4,In stock
221,Livro,whole lotta creativity going on  fun and unusual exercises to awaken and strengthen your creativity,nonfiction,Be your own kind of creative everyone has a creative core everyone but in order for it to thrive it needs to be nurtured thats where whole lotta creativity going on can help its not a crafts or howto book but rather a fun book filled with different types of unusual and thoughtprovoking activities and exercises which.,38.2,4,In stock
222,Livro,whats it like in space stories from astronauts whove been there,nonfiction,Everyone wonders what its really like in space but very few of us have ever had the chance to experience it firsthand this captivating illustrated collection brings together stories from dozens of international astronautsmen and women whove actually been therewho have returned.,19.6,2,In stock
223,Livro,we are robin vol  the vigilante business we are robin,sequential art,The teenagers of gotham city have adopted the r and made it their own a new robin no hundreds of new robins the boy wonder has inspired a movement in gotham where different people of.,53.9,1,In stock
224,Livro,walt disneys alice in wonderland,childrens,The fantastical tale of a young girl chasing her white rabbit has delighted children since lewis carroll wrote it generations ago here his wonderland shines anew viewed through the looking glasses of two incomparable artistsmary blairs vibrant art helped shape the look of walt disneys classic animated film collected in.,12.96,5,In stock
226,Livro,until friday night the field party,young adult,To everyone who knows him west ashby has always been that guy the cocky popular waytoohandsomeforhisowngood football god who led lawton high to the state championships but while west may be big man on campus on the outside on the inside hes battling the grief that comes with watching his father slowly die of cancertwo years ago maggie carletons life fell ap to everyone who knows.,46.31,2,In stock
228,Livro,twenty yawns,childrens,Featuring lyrical text and beautiful illustrations this bedtime tale from pulitzer prize winner jane smiley and caldecott honor recipient lauren castillo evokes the splashy fun of the beach and the quietude of a moonlit.,22.08,2,In stock
229,Livro,through the woods,sequential art,It came from the woods most strange things dofive mysterious spinetingling stories.,25.38,2,In stock
230,Livro,this is where it ends,young adult,Am the principal of opportunity high school finishes her speech welcoming the entire student body to a new semester and encouraging them to excel and achieve am the students get up to.,27.12,2,In stock
231,Livro,the year of magical thinking,nonfiction,From one of americas iconic writers this is a portrait of a marriage and a life in good times and bad that will speak to anyone who has ever loved a husband or wife or child this is a stunning book of electric honesty and passion several days before christmas john gregory dunne and joan didion saw their only daughter quintana fall illat first they thought from one of americas iconic writers.,43.04,2,In stock
234,Livro,the wedding pact the omalleys,romance,New york times and usa today bestselling author katee robert continues her smokinghot series about the omalleyswealthy powerful and full of scandalous family secrets carrigan omalley has always known her arranged marriage would be more about power and prestige than passion but after one taste of the.,32.61,3,In stock
235,Livro,the time keeper,fiction,In this fable the first man on earth to count the hours becomes father time the inventor of the worlds first clock is punished for trying to measure gods greatest gift he is banished to a cave for centuries and forced to listen to the voices of all who come after him seeking more days.,27.88,5,In stock
236,Livro,the testament of mary,fiction,Provocative haunting and indelible colm tóibíns portrait of mary presents her as a solitary older woman still seeking to understand the events that become the narrative of the new testament and the foundation of christianityin the ancient town of ephesus mary lives alone years after her sons crucifixion she has no interest in collaborating with the authors of the provocative haunting and indelible colm tóibíns portrait of.,52.67,4,In stock
237,Livro,the startouched queen,fantasy,Fate and fortune power and passion what does it take to be the queen of a kingdom when youre only seventeenmaya is cursed with a horoscope that promises a marriage of death and destruction she has earned only the scorn and fear of her fathers kingdom content to follow more scholarly pursuits her whole world is torn apart when her father the raja arranges a weddi fate and.,46.02,5,In stock
242,Livro,the marriage of opposites,historical fiction,From the new york times bestselling author of the dovekeepers and the museum of extraordinary things a forbidden love story set on the tropical island of st thomas about the extraordinary woman who gave birth to painter camille pissarro the father of impressionismgrowing up on idyllic st thomas in the early s rachel dreams of life in faraway paris rachels mothe from the new york times bestselling author of the dovekeepers and the museum of extraordinary things.,28.08,4,In stock
243,Livro,the lucifer effect understanding how good people turn evil,psychology,Renowned social psychologist and creator of the stanford prison experiment philip zimbardo explores the mechanisms that make good people do bad things how moral people can be seduced into acting immorally and what this says about the line separating good from evilthe lucifer effect explains howand the myriad reasons whywe are all susceptible to the lure of the dar renowned social psychologist and creator of the stanford prison experiment philip zimbardo explores the.,10.4,1,In stock
244,Livro,the long haul diary of a wimpy kid,humor,Greg heffley and his family hit.,44.07,1,In stock
245,Livro,the loney,horror,If it had another name i never knew but the locals called it the loney that strange nowhere between the wyre and the lune where hanny and i went every easter time with mummer farther mr and mrs belderboss and father wilfred the parish priestit was.,23.4,1,In stock
246,Livro,the literature book big ideas simply explained,nonfiction,A global look at the greatest works of eastern and western literature and the themes that unite them for students and lovers of literature and readingthe literature book is a fascinating journey through the greatest works of world literature from the iliad to don quixote to the great gatsby around crystalclear articles explore landmark novels short stories plays a global look at the.,17.43,3,In stock
247,Livro,the last mile amos decker,mystery,In his new york times bestseller memory man david baldacci introduced the extraordinary detective amos deckerthe man who can forget nothing now decker returns in a spectacular new thriller the last mileconvicted murderer melvin mars is counting down the last hours before his executionfor the violent killing of his parents twenty years earlierwhen hes gran in his new york times bestseller.,54.21,2,In stock
249,Livro,the hidden oracle the trials of apollo,fantasy,How do you punish an immortalby making him humanafter angering his father zeus the god apollo is cast down from olympus weak and disorientated he lands in new york city as a regular teenage boy now without his godly powers the fourthousandyearold.,52.26,2,In stock
250,Livro,the help yourself cookbook for kids  easy plantbased recipes kids can make to stay healthy and save the earth,food and drink,Struggling to get your kids to eat their fruits and vegetables try letting them help themselvesexperts tell us the best way to teach kids healthy eating habits is to involve them in the process this irresistibe cookbook presents appealing recipes kids will beg to make themselves in fun and charming illustrations they will love bursting with color humor cute anima struggling to get your kids to eat their fruits and vegetables try letting them.,28.77,3,In stock
251,Livro,the guilty will robie,thriller,Will robie is the governments most professional disciplined and lethal assassin he infiltrates the most hostile countries in the world defeats our enemies advanced security measures and eliminates threats before they ever reach our shores but now his skills have left him sent overseas on a critical assignment he fails unable to pull the trigger absent his tale will robie is the governments most professional disciplined and lethal assassin he infiltrates the most hostile countries in the world defeats our enemies advanced security measures and eliminates threats before they ever reach our shores but now his skills.,13.82,2,In stock
252,Livro,the first hostage jb collins,fiction,The president of the united states is missingwith these words new york times journalist j b collins reporting from the scene of a devastating attack by isis terrorists in amman jordan puts the entire world on high alert the leaders of israel and palestine are critically injured jordans king is.,25.85,3,In stock
254,Livro,the darkest lie,young adult,The mother i knew would never do those thingsbut maybe i never knew her after allclothes jokes coded messagescecilia brooks and her mom shared everything at least cece thought they did six months ago her mom killed herself after accusations of having sex with a student and ceces been the subject of whispers and taunts ever since.,35.35,5,In stock
255,Livro,the bane chronicles the bane chronicles,fantasy,Fans of the mortal instruments and the infernal devices can get to know warlock magnus bane like never before in this collection of new york times bestselling tales in print for the first time with an exclusive new story and illustrated materialthis collection of eleven.,44.73,4,In stock
256,Livro,the badass librarians of timbuktu and their race to save the worlds most precious manuscripts,nonfiction,To save precious centuriesold arabic texts from al qaeda a band of librarians in timbuktu pulls off a brazen heist worthy of oceans elevenin the s a young adventurer and collector for a government library abdel kader haidara journeyed across the sahara desert and along the niger river tracking down and salvaging tens of thousands of ancient islamic and secular to save precious centuriesold arabic texts from al qaeda a band of librarians in timbuktu.,15.77,1,In stock
257,Livro,the th colony cotton malone,thriller,Shot down over siberia in what was to be a simple meetandgreetmission exjustice department agent cotton malone is forced into a fight for survival against aleksandr zorin whose loyalty to the former soviet union has festered for decades into an intense hatred of the united statesbefore escaping malone learns that zorin and another exkgb officer this one a sleeper shot down over siberia in what was to be a simple meetandgreetmission exjustice department.,39.24,1,In stock
258,Livro,that darkness gardiner and renner,mystery,As a forensic investigator for the cleveland police department maggie gardiner has seen her share of jane does the latest is an unidentified female in her early teens discovered in a local cemetery more shocking than the girls injuriesfor maggie at leastis the fact that no one has reported her missing she and the detectives assigned to the case including her cop e as.,13.92,1,In stock
259,Livro,tastes like fear di marnie rome,mystery,Sarah hilary won the theakstons crime novel of the year with her debut the richard and judy pick someone elses skin she followed up with no other darkness proclaimed as riveting by lisa gardner and truly mesmerising by david mark now di marnie rome returns in.,10.69,1,In stock
260,Livro,take me with you,fiction,August shroeder a burnedout teacher has been sober since his yearold son died every year hes spent the summer on the road but making it to yellowstone this year means everything the plan had been to travel there with his son but.,45.21,3,In stock
261,Livro,swell a year of waves,nonfiction,Wave watchers around the world know that no two waves are the same yet each and every wave that rises peaks and crashes onto the beach is generated by a much larger force originating thousands of miles away surf journalist team evan slater and peter.,45.58,1,In stock
262,Livro,superman vol  before truth superman by gene luen yang,sequential art,Superman is going through some changes first theres his new solar flare power which releases tremendous amounts of energy but leaves him functionally human fragile vulnerable prone to hangovers for hoursbut an even bigger change is coming a new company called hordr has sprung up and its business is secrets if you have one that you want to keep.,11.89,5,In stock
263,Livro,still life with bread crumbs,fiction,A superb love story from anna quindlen the new york times bestselling author of rise and shine blessings and a short guide to a happy life still life with bread crumbs begins with an imagined gunshot and ends with a new tin roof between the two is a wry and knowing portrait of rebecca winter a photographer whose work made.,26.41,3,In stock
265,Livro,sorting the beef from the bull the science of food fraud forensics,science,Horse meat in our burgers melamine in our infant formula artificial colors in our fish and fruitas our urban lifestyle takes us farther away from our food sources there are increasing opportunities for dishonesty duplicity and profitmaking shortcuts food adulteration motivated by money is an issue that has spanned the globe throughout human history whether its horse meat in our burgers melamine in our infant formula artificial colors in.,44.74,4,In stock
266,Livro,someone like you the harrisons,contemporary,Pierce harrisonyes that pierce harrison black sheep of the wealthy harrison clanhas come home to his familys luxurious long island compound the big question is why the dangerously sexy soccer star agreed to coach a kids soccer team his cocoach abby mccord should be grateful instead shes fending off some.,52.79,5,In stock
267,Livro,so cute it hurts vol  so cute it hurts,sequential art,The kobayashi twins megumu and mitsuru were named after historical figures but only megumu has grown up with a taste for history so when mitsuru is in danger of losing his weekends to extra history classes he convinces his sister to swap clothes with him and ace his tests after all how.,35.43,4,In stock
268,Livro,shtum,fiction,Powerful darkly funny and heartbreaking shtum is a story about fathers and sons autism and dysfunctional relationshipsben jewell has hit breaking point his tenyearold son jonah has severe autism and ben and his wife emma are struggling to copewhen ben and emma fake.,55.84,4,In stock
269,Livro,see america a celebration of our national parks  treasured sites,travel,To coincide with the centennial anniversary of the national parks service the creative action network has partnered with the national parks conservation association to revive and reimagine the legacy of wpa travel posters artists from.,48.87,3,In stock
270,Livro,salt,poetry,Salt is a journey through warmth and.,46.78,4,In stock
271,Livro,robin war,sequential art,Its robins vs cops robins vs robins vs.,47.82,3,In stock
272,Livro,red hoodarsenal vol  open for business red hoodarsenal,sequential art,Red hood and arsenal are open for business after working for the mysterious tara battleworth as onstaff outlaws roy and jason have decided to branch out on their own as.,25.48,2,In stock
273,Livro,rain fish,childrens,Get to know the rain fish that come to life during rainstorms in this gorgeous exploration of nature with vibrant collage artwork from the caldecott honorwinning illustrator of chicka boomwhen blue sky turns gray and it rains all day sometimes rain fish come out and play they swim among discards and debris do you see them too or is it.,23.57,3,In stock
274,Livro,quarter life poetry poems for the young broke and hangry,poetry,The creator of the popular tumblr and instagram quarter life poetry tackles the reallife truths of work money sex and many other challenges somethings face in a laughoutloud collection of poetrysamantha jayne knows that life postcollege isnt as glamorous as all undergrads think its going to be because shes currently.,50.89,5,In stock
275,Livro,pet sematary,horror,Sometimes dead is betterwhen the creeds move into a beautiful old house in rural maine it all seems too good to be true physician father beautiful wife charming little daughter adorable.,10.56,3,In stock
276,Livro,overload how to unplug unwind and unleash yourself from the pressure of stress,self help,New york times bestselling author joyce meyer shows readers how to become free from the burden of stress so that they can achieve gods best for their lives as technology increases your accessibility it becomes harder to mute the background noise of your life and receive gods guidance joyce meyer calls this.,52.15,3,In stock
277,Livro,once was a time,childrens,In the warravaged england of charlotte bromley is sure of only one thing kitty mclaughlin is her best friend in the whole world but when charlottes scientist father makes an astonishing discovery that the germans will covet for themselves charlotte is faced with an.,18.28,2,In stock
278,Livro,old school diary of a wimpy kid,humor,In the latest installment of the phenomenally bestselling diary of a wimpy kid series authorillustrator jeff kinney brings the.,11.83,5,In stock
279,Livro,no dream is too high life lessons from a man who walked on the moon,nonfiction,Beloved american hero buzz aldrin reflects on the wisdom guiding principles and irreverent anecdotes hes gathered through his eventfilled lifeboth in outer space and on earthin this inspiring guidetolife for the next generation everywhere he goes crowds gather to meet buzz aldrin he is a worldclass hero a largerthanlife figurehead best known of a generatio beloved american hero buzz aldrin reflects on the wisdom guiding principles and irreverent anecdotes hes gathered through his eventfilled lifeboth in outer space and on earthin this inspiring.,21.95,2,In stock
280,Livro,naruto in edition vol  includes vols     naruto omnibus,sequential art,Naruto is a young shinobi with an incorrigible knack for mischief hes got a wild sense of humor but naruto is completely serious about his mission to be the worlds greatest ninjaits deidara vs sasuke but even deidaras ultimate.,38.39,2,In stock
281,Livro,my name is lucy barton,fiction,A new book by pulitzer prize winner elizabeth strout is cause for celebration her bestselling novels including olive kitteridge and the burgess boyshave illuminated our most tender relationships now in my name is lucy barton this extraordinary writer shows how a simple hospital visit becomes a portal to the most tender relationship of allthe.,41.56,1,In stock
282,Livro,my mrs brown,fiction,From william norwich the wellknown fashion writer and editor an unforgettable novel about a woman with a secret who travels to new york city on a determined quest to buy a special dress that represents everything she wants to say about that secretand herselfsometimes a dress isnt just a dressemilia brown is a woman of a certain age she has spent a frugal useful a from william norwich the wellknown fashion writer and editor an unforgettable novel about a woman with a secret who travels to new york city on a determined quest.,24.48,3,In stock
283,Livro,my kind of crazy,young adult,Despite the best of intentions seventeenyear old wisecracking hank kirby cant quite seem to catch a break its not that he means to screw things up all the time it just happens a lot case in point his attempt to ask out the girl he likes literally goes up in.,40.36,1,In stock
284,Livro,mr mercedes bill hodges trilogy,fiction,In the frigid predawn hours in a distressed midwestern city hundreds of desperate unemployed folks are lined up for a spot at a job fair without warning a lone driver plows through the crowd in a stolen mercedes running over the innocent backing up and charging again eight people are killed fifteen are wounded the killer escapesin another part of town months l in the frigid predawn.,28.9,1,In stock
286,Livro,made to stick why some ideas survive and others die,business,Mark twain once observed a lie can get halfway around the world before the truth can even get its boots on his observation rings true urban legends conspiracy theories and bogus publichealth scares circulate effortlessly meanwhile people with important ideasbusiness people teachers politicians journalists and othersstruggle to make their ideas stick why mark twain once observed a lie can get halfway around the world before the truth can even get its boots on his observation.,38.85,5,In stock
287,Livro,luis paints the world,childrens,Luis wishes nico wasnt leaving for the army to show nico he doesnt need to go luis begins a mural on the alleyway wall their house the river the parque de las ardillasits the world all.,53.95,3,In stock
289,Livro,lowriders to the center of the earth lowriders in space,sequential art,The lovable trio from the acclaimed lowriders in space are back lupe impala elirio malaria and el chavo octopus are living their dream at last theyre the proud owners of their very own garage but when their beloved cat genie goes missing they need to do.,51.51,2,In stock
290,Livro,love is a mix tape music,music,In this stunning memoir rob sheffield a veteran rock and pop culture critic and staff writer for rolling stone magazine tells the story of his musical coming of age and how rock music the first love of his life led him to his second a girl named renee rob and renees life together they wed after graduate school both became music journalists and.,18.03,1,In stock
291,Livro,looking for lovely collecting the moments that matter,nonfiction,I want you to take every step of your life with excitement for where you are headed and i want you to feel beautiful and confident as you dobut how when the enemy whispers lies that you are not smart enough pretty enough or rich enough or you are too dumb too loud too quiet too thin too fat too much or not enough what.,29.14,5,In stock
293,Livro,let it out a journey through journaling,nonfiction,You want change maybe your career isnt what you thought it would be or your relationships arent what you had hoped perhaps you have a grand vision for your life but not the smallest clue on the steps to get there whether youve read the entire selfhelp section of the bookstore in vain or feel completely stuck on where to begin you wish you had someone to hold you want change maybe your career isnt what you thought it would be or your relationships arent.,26.79,5,In stock
295,Livro,its all easy healthy delicious weeknight meals in under  minutes,food and drink,For fans of its all goodor just delicious foodhere is the cookbook that will help anyone make delectable healthy meals in no time gwyneth paltrow is back to share more than of her favorite recipes that can be made in the time it would take to order takeout which often contains high.,19.55,1,In stock
296,Livro,island of dragons unwanteds,fantasy,Twins alex and aaron stowe are put to the ultimate test to fulfill their destinies and save both quill and artimé from the deadliest enemy the cities have ever faced in the thrilling conclusion of the new york times bestselling unwanteds series which kirkus reviews called.,29.65,1,In stock
297,Livro,i know what im doing  and other lies i tell myself dispatches from a life under construction,humor,New york times bestselling author and standup comedian jen kirkman delivers a hilarious candid memoir about marriage divorce sex turning forty and still not quite having life figured outjen kirkman wants to be the voice in your head that says hey youre okay even if you sometimes think you arent and especially if other people try to tell youre notin i kno new york times bestselling author and standup comedian.,25.98,4,In stock
298,Livro,i am pilgrim pilgrim,fiction,A breakneck race against timeand an implacable enemyan anonymous young woman murdered in a rundown hotel all identifying characteristics dissolved by acid a father publicly beheaded in the blistering heat of a saudi arabian.,10.6,4,In stock
299,Livro,hyperbole and a half unfortunate situations flawed coping mechanisms mayhem and other things that happened,humor,This is a book i wrote because i wrote it i had to figure out what to put on the back cover to explain what it is i tried to write a long thirdperson summary that would imply how great the book is and also sound vaguely.,14.75,5,In stock
301,Livro,hold your breath search and rescue,romance,In the remote rocky mountains lives depend on the search rescue brotherhood but in a place this far off the map trust is hard to come by and secrets can be murderas the captain of field countys ice rescue dive team callum cook is driven to perfection but when he meets new diver louise lou sparks all.,28.82,1,In stock
302,Livro,hamilton the revolution,nonfiction,Linmanuel mirandas groundbreaking musical hamilton is as revolutionary as its subject the poor kid from the caribbean who fought the british defended the constitution and helped to found the united states fusing hiphop pop rb and the best traditions of theater this onceinageneration show broadens the sound of broadway reveals the storytelling power of r linmanuel mirandas groundbreaking musical hamilton is as revolutionary as its subject the poor kid from the caribbean who fought the.,58.79,3,In stock
304,Livro,god the most unpleasant character in all fiction,religion,What words come to mind when we think of god merciful just compassionate in fact the bible lays out gods primary qualities clearly jealous petty unforgiving bloodthirsty vindictiveand worse originally conceived as a joint presentation between influential thinker and bestselling author richard dawkins.,30.03,5,In stock
305,Livro,glory over everything beyond the kitchen house,historical fiction,From the author of the new york times bestseller and beloved book club favorite the kitchen house a novel of family and longburied secrets along the treacherous underground railroadjamie pyke son of both a slave and master of tall oakes has a deadly secret that compels him to take a treacherous journey through the underground railroadpublished in the kitchen ho from the author of the new york times bestseller and beloved book club favorite the kitchen house a novel of family and longburied secrets along the treacherous underground railroadjamie.,45.84,3,In stock
306,Livro,feathers displays of brilliant plumage,art,Exquisite images from awardwinning national geographic photographer robert clark offer a captivating perspective on the vast beauty and myriad functions of a seemingly simple thing the bird feather each detailed closeup.,49.05,3,In stock
307,Livro,far  away places on the brink of change seven continents twentyfive years,nonfiction,From the winner of the national book award and the national books critics circle awardand one of the most original thinkers of our timea riveting collection of essays about places in dramatic transitionfar and away collects andrew solomons writings about places undergoing seismic shiftspolitical cultural and spiritual chronicling his stint on the barricades in mos from the winner of the national book award and the.,15.06,4,In stock
309,Livro,eligible the austen project,fiction,A modern retelling of pride and prejudicethis version of the bennet familyand mr darcyis one that you have and havent met before liz is a magazine writer in her late thirties who like her yoga instructor older sister jane lives in new york city when their father has a health scare they return to their childhood home in cincinnati to helpand discover that the spr.,27.09,3,In stock
310,Livro,el deafo,sequential art,Starting at a new school is scary even more so with a giant hearing aid strapped to your chest at her old school everyone in ceces class was deaf here she is different she is sure the kids are staring at the phonic ear the powerful aid that will help her hear her teacher too bad it also seems certain to repel.,57.62,5,In stock
311,Livro,eight hundred grapes,fiction,There are secrets you share and secrets you hidegrowing up on her familys sonoma vineyard georgia ford learned some important secrets the secret number of grapes it takes to make a bottle of wine eight hundred the secret ingredient in her mothers lasagna chocolate.,14.39,4,In stock
312,Livro,eaternity more than  deliciously easy vegan recipes for a long healthy satisfied joyful life,nonfiction,Vegan chef and wellness expert jason wrobel offers up a comprehensive recipe and lifestyle book with practical tips for creating droolworthy dishes with specific nutritional benefits while at its core eaternity is a cookbook its so much more than that in it jason explains which foods contain active ingredients to support health and longevity now you might be thinki vegan chef and wellness expert jason wrobel offers up a comprehensive recipe and lifestyle book with practical tips for creating droolworthy dishes with.,51.75,5,In stock
313,Livro,eat fat get thin,health,Originally.,54.07,2,In stock
314,Livro,dont get caught,young adult,Tonight at the water tower tell no one chaos clubwhen max receives a mysterious invite from the untraceable epic prankpulling chaos club he has to ask why him after all hes mr gpa mr no social life hes just max and his favorite heist.,55.35,1,In stock
315,Livro,doctor sleep the shining,horror,Stephen king returns to the characters and territory of one of his most popular novels ever the shining in this instantly riveting novel about the now middleaged dan torrance the boy protagonist of the shining and the very special twelveyearold girl he must save from a tribe of murderous paranormalson highways across america a tribe of people called the true knot stephen king returns to the characters and territory of one of his most popular novels ever the shining.,40.12,2,In stock
316,Livro,demigods  magicians percy and annabeth meet the kanes percy jackson  kane chronicles crossover,fantasy,Magic monsters and mayhem abound when percy jackson and annabeth chase meet carter and sadie kane for the first time weird creatures are appearing in unexpected places and the demigods and magicians have to team up to take them down as.,37.51,5,In stock
317,Livro,dear mr knightley,fiction,Dear mr knightley is a contemporary epistolary novel with a delightful dash of jane austensamantha moore survived years of darkness in the foster care system by hiding behind her favorite characters in literature even adopting their very words her fictional friends give her an identity albeit a borrowed one but most importantly they protect her from revealing her tr dear mr.,11.21,5,In stock
319,Livro,crazy love overwhelmed by a relentless god,christian,Have you ever wondered if were missing it its crazy if you think about it the god of the universethe creator of nitrogen and pine needles galaxies and eminorloves us with a radical unconditional selfsacrificing love and what is our typical response we go to church sing songs and try not to cuss whether youve verbalized it.,47.72,2,In stock
320,Livro,cometh the hour the clifton chronicles,fiction,Cometh the hour opens with the reading of a suicide note which has devastating consequences for harry and emma clifton giles barrington and lady virginiagiles must decide if he should withdraw from politics and try to rescue karin the woman he loves from behind the iron curtain but is karin truly in love with him or is she a spylady virginia is facing bankruptcy a cometh the hour opens with the reading of a suicide.,25.01,3,In stock
323,Livro,city of glass the mortal instruments,fantasy,Also see alternate cover editions for this isbn ace to save her mothers life clary must travel to the city of glass the ancestral home of the shadowhunters never mind that entering the city without permission is against the law and breaking the law could mean death to make things worse she learns that jace does not want her there and simon has been.,56.02,4,In stock
328,Livro,catching jordan hundred oaks,young adult,One of the boyswhat girl doesnt want to be surrounded by gorgeous jocks day in and day out jordan woods isnt just surrounded by hot guys thoughshe leads them as the captain and quarterback of her high school football team they all see her as.,50.83,3,In stock
331,Livro,buying in the secret dialogue between what we buy and who we are,nonfiction,Fascinating a compelling blend of cultural anthropology and business journalism andrea sachs time magazine an often startling tour of new cultural terrain laura miller salon marked by meticulous research and careful conclusions this superbly readable book confirms new york times journalist walker as an expert on consumerism a thoughtful and unhurried i fascinating a compelling blend of cultural anthropology and business journalism andrea sachs time magazine an often startling tour of new cultural terrain laura miller salon marked by meticulous research and careful conclusions this superbly readable book confirms new york times journalist walker as an expert on consumerism a thoughtful and unhurried investigation into consumerism that pushes the analysis to the maximum publishers weekly starred review brands are dead advertising no longer works weaned on tivo the internet and other emerging technologies the shortattentionspan generation has become immune to marketing consumers are in control or so were toldin buying in new york times magazine consumed columnist rob walker argues that this accepted wisdom misses a much more important and lasting cultural shift as technology has created avenues for advertising anywhere and everywhere people are embracing brands more than ever beforecreating brands of their own.,37.8,4,In stock
332,Livro,brain on fire my month of madness,nonfiction,An awardwinning memoir and instant new york times bestseller that goes far beyond its riveting medical mystery brain on fire is the powerful account of one womans struggle to recapture her identitywhen twentyfouryearold susannah cahalan woke up alone in a hospital room strapped to her bed and unable to.,49.32,5,In stock
333,Livro,batman europa,sequential art,The longawaited issue miniseries is collected in a new hardcover the impossible has happened and batman is on the verge of being taken down by an enemy he cannot defeat a virus for which there is no.,32.01,2,In stock
334,Livro,barefoot contessa back to basics,food and drink,New york times bestsellerbarefoot contessa back to basics is the essential ina garten cookbook focusing on the techniques behind her elegant food and easy entertaining style and offering nearly a hundred brandnew recipes that will become trusted favorites ina garten s bestselling cookbooks have consistently provided accessible subtly sophisticated recipes ranging new york times bestsellerbarefoot contessa back to basics is the essential ina garten cookbook focusing on.,28.01,1,In stock
335,Livro,barefoot contessa at home everyday recipes youll make over and over again,food and drink,New york times bestsellerthroughout the years that she has lived and worked in east hampton ina garten has catered and attended countless parties and dinners she will be the first to tell you though that nothing beats a cozy dinner surrounded by the people you love most in the comfort that only your own home can provide in barefoot contessa at home ina shares he new york times bestsellerthroughout the years that she has lived and worked in east hampton ina garten has catered and attended countless parties and dinners she will be the first to tell you though that.,50.62,5,In stock
336,Livro,balloon animals,fiction,Balloon animals is a pilgrimage and roadtrip of unusual dimensionsfollow me jonny rowe on a wild goosechase from ireland to the usa with my american grandfathers remains in my red birthday balloon i use remains in the loosest sense of the word my grandfather puffed his last breaths of air into my birthday balloon before suffering a massive.,17.03,3,In stock
337,Livro,art ops vol,sequential art,Reggie riot is no ones idea of a cultural savior the latchkey child of a busy single mother hes grown up to be a resentful slacker whose idea of high culture is getting stoned and admiring the graffiti in the alley where he scores his weed his mother however is not your average working parent shes the head of a secret organization called art ops whose mission i reggie riot is no ones idea of a cultural savior the latchkey child of a.,48.8,3,In stock
338,Livro,aristotle and dante discover the secrets of the universe aristotle and dante discover the secrets of the universe,young adult,This printz honor book is a tender honest exploration of identity publishers weekly that distills lyrical truths about family and friendshiparistotle is an angry teen with a brother in prison dante is a knowitall who has an unusual way of looking at the world.,58.14,4,In stock
341,Livro,all the light we cannot see,historical,Winner of the pulitzer prizefrom the highly acclaimed multiple awardwinning anthony doerr the beautiful stunningly ambitious instant new york times bestseller about a blind french girl and a german boy whose paths collide in occupied france as both try to survive the devastation of world war iimarielaure lives with her father in paris near the museum of natural histo winner of the pulitzer prizefrom the highly acclaimed multiple awardwinning anthony doerr the beautiful stunningly ambitious instant new york times bestseller about a blind french girl and a german boy.,29.87,5,In stock
342,Livro,adulthood is a myth a sarahs scribbles collection,sequential art,Are you a special snowflake do you enjoy networking to advance your career is adulthood an exciting new challenge for which you feel fully prepared ugh please go awaythis book is for the rest of us these comic document.,10.9,2,In stock
343,Livro,abstract city,nonfiction,In july illustrator and designer christoph niemann began abstract city a visual blog for the new york times his posts were inspired by the desire to recreate simple and everyday observations and stories from his own life that everyone could relate to in niemanns hands mundane experiences such as riding the subway or trying to get a good nights sleep were trans in july illustrator and designer christoph niemann began abstract city a visual blog for the new york times his posts were inspired by the desire to recreate simple and everyday observations and stories from his own life that everyone could relate to in niemanns hands mundane experiences such.,56.37,5,In stock
344,Livro,a time of torment charlie parker,mystery,Jerome burnel was once a hero he intervened to prevent multiple killings and in doing so damned himself his life was torn apart he was imprisoned brutalizedbut in his final days with the hunters circling he tells his story to private detective charlie parker he speaks of the girl.,48.35,5,In stock
345,Livro,a study in scarlet sherlock holmes,mystery,In the debut of literatures most famous sleuth a dead man is discovered in a bloodstained room in brixton the only clues are a wedding ring a gold watch a pocket edition of boccaccios decameron and.,16.73,2,In stock
348,Livro,a man called ove,fiction,A grumpy yet loveable man finds his solitary world turned on its head when a boisterous young family moves in next doormeet ove hes a curmudgeon the kind of man who points at people he dislikes as if they were burglars caught outside his bedroom window he has staunch principles strict routines and a short fuse.,39.72,1,In stock
349,Livro,a distant mirror the calamitous th century,history,Barbara w tuchmanthe acclaimed author of the pulitzer prizewinning classic the guns of augustonce again marshals her gift for character history and sparkling prose to compose an astonishing portrait of medieval europethe fourteenth century reflects two contradictory images on the one hand a glittering age of crusades cathedrals and chivalry on.,14.58,3,In stock
351,Livro,new revelations of the americas before columbus,history,In this groundbreaking work of science history and archaeology charles c mann radically alters our understanding of the americas before the arrival of columbus in contrary to what so many americans learn in school the precolumbian indians were not sparsely settled in a pristine wilderness rather there were huge numbers of.,21.8,3,In stock
